repo_id,repo_name,repo_url,stars,description,language,topics,tier,size_kb,ai_generation_score,core_intent,macro_category,micro_scenario,complexity_level,analytical_insight,analyzed_at,tokens_input,tokens_output,api_cost_cny,retry_count
1144499387,benwayland-cell/WDD130,https://github.com/benwayland-cell/WDD130,0,,HTML,[],silent,4107,1,测试或学习HTML网页开发,个人效能与辅助工具,education,1,该项目反映了初学者通过简单项目学习基础编程技能的趋势，体现了教育场景中低门槛入门工具的普及。,2026-02-11T10:37:43.636597,1211,88,0.001387,0
1144245339,DeathTrooperr/WirespeedReports,https://github.com/DeathTrooperr/WirespeedReports,0,Report Generator for Wirespeed,Svelte,[],silent,424,2,为Wirespeed安全平台生成专业报告,产品与系统原型,business_automation,4,该项目反映了安全运营自动化向边缘计算和现代化前端技术栈迁移的趋势，体现了SaaS平台生态中第三方工具开发的增长。,2026-02-11T10:37:44.712708,2111,102,0.002315,0
1144569505,kdkhost/somosunn,https://github.com/kdkhost/somosunn,0,,Blade,[],silent,65406,1,搭建在线教育平台,产品与系统原型,education,5,该项目反映了教育科技领域向全栈化、模块化发展的趋势，通过集成支付、权限管理和API服务，构建可扩展的在线学习生态系统。,2026-02-11T10:37:45.222472,4490,99,0.004688,0
1144109223,rashiiddsr/carwash,https://github.com/rashiiddsr/carwash,0,,TypeScript,[],silent,339,1,洗车店业务管理与交易处理,产品与系统原型,business_automation,4,该项目反映了中小型传统服务业数字化转型的趋势，通过轻量级全栈技术栈实现业务流程自动化，展示了现代Web技术栈在垂直行业应用中的普及。,2026-02-11T10:37:45.534121,4344,106,0.004556,0
1144549138,jon-tompkins/jai-dashboard,https://github.com/jon-tompkins/jai-dashboard,0,,JavaScript,[],silent,326,2,整合投资数据并可视化,产品与系统原型,fintech,4,该项目反映了金融科技领域对个人投资数据聚合与可视化的需求增长，以及开发者利用现代全栈框架（Next.js）和第三方API（Plaid、Supabase）快速构建专业级金融应用的趋势。,2026-02-11T10:37:45.930951,2947,114,0.003175,0
1144433660,EDT-Pages/Proxy-List,https://github.com/EDT-Pages/Proxy-List,4,,,[],silent,1571,1,收集并维护公开代理服务器列表,基础设施与底层组件,research,1,该项目反映了开源社区中数据共享和工具化趋势，专注于提供基础网络资源，服务于技术研究和自动化脚本开发。,2026-02-11T10:37:47.813205,1799,91,0.001981,0
1144130807,DeepEyeCrypto/DeepEyeUnlocker,https://github.com/DeepEyeCrypto/DeepEyeUnlocker,1,,C#,[],silent,19771,1,免费解锁手机并管理固件,产品与系统原型,other,5,该项目反映了开源工具向专业硬件维修领域渗透的趋势，通过软件替代昂贵的专用设备，降低行业门槛。,2026-02-11T10:37:49.054233,3985,93,0.004171,0
1144606573,LucasMontenegroM/CatalogosMVC,https://github.com/LucasMontenegroM/CatalogosMVC,0,,C#,[],silent,1416,1,管理用户和书籍记录的CRUD系统,产品与系统原型,personal,3,该项目反映了开发者通过构建小型MVC应用来实践全栈开发技能的趋势，体现了个人项目在教育和原型验证中的价值。,2026-02-11T10:37:49.769241,1587,94,0.001775,0
1144270847,tracksend/tracksend-website,https://github.com/tracksend/tracksend-website,0,,TypeScript,[],silent,3440,1,构建 TrackSend 的官方网站,产品与系统原型,other,2,该项目反映了开源项目通过简单网站原型快速验证品牌或产品概念的微观趋势，尽管内容有限，但体现了轻量级前端开发的普及。,2026-02-11T10:37:50.342335,1214,95,0.001404,0
1144345153,JROtto5/MineWeb,https://github.com/JROtto5/MineWeb,0,,TypeScript,[],silent,778,2,构建多游戏网页平台,产品与系统原型,entertainment,4,该项目反映了游戏开发向轻量化、跨平台和云原生整合的趋势，利用现代Web技术栈（Next.js + Phaser + Supabase）快速构建具备复杂游戏机制和持久化功能的娱乐产品原型。,2026-02-11T10:37:50.479952,2773,115,0.003003,0
1144006128,qqqqqwang/LuxuryCrawler,https://github.com/qqqqqwang/LuxuryCrawler,0,,Python,[],silent,22536,1,爬取奢侈品网站数据,个人效能与辅助工具,research,2,该项目反映了数据驱动决策在消费领域的增长趋势，开发者通过自动化工具收集市场信息以支持个人或小型商业分析。,2026-02-11T10:37:52.904933,1218,91,0.0014,0
1144411970,ErmalinskiMaksim/Spreadsheets-plus-plus,https://github.com/ErmalinskiMaksim/Spreadsheets-plus-plus,1,A simple and fast c++ spreadsheets application with SDL3,C++,[],silent,206,1,用C++和SDL3/SFML构建电子表格应用,产品与系统原型,productivity,3,该项目反映了开发者利用现代图形库（如SDL3）构建轻量级桌面应用的趋势，体现了C++在跨平台工具开发中的持续活力，以及开源社区对基础生产力工具的简化重构。,2026-02-11T10:37:53.005339,1494,115,0.001724,0
1143749198,vianadanielviana/vetacademy,https://github.com/vianadanielviana/vetacademy,0,"VetAcademy - Plataforma de suporte veterinário com React, TypeScript e Supabase",TypeScript,[],silent,2666,5,AI驱动的兽医支持平台,产品与系统原型,health,4,该项目反映了AI在垂直行业（如兽医）中快速原型化和应用的趋势，结合了前端框架与云服务，展示了低代码AI工具如何加速专业领域解决方案的开发。,2026-02-11T10:37:55.154520,1432,101,0.001634,0
1144676871,kshdotdev/hono-crud,https://github.com/kshdotdev/hono-crud,1,A powerful CRUD generator for Hono with Zod validation and automatic OpenAPI documentation.,TypeScript,[],silent,706,2,为Hono框架自动生成CRUD接口,基础设施与底层组件,research,4,反映了开发者工具向低代码/无代码方向演进的趋势，通过抽象通用模式（如CRUD）来加速后端API开发，同时集成现代技术栈（TypeScript、Zod、OpenAPI）确保类型安全和文档自动化。,2026-02-11T10:37:55.360758,2704,122,0.002948,0
1144516323,Xtosea/globelynksblog,https://github.com/Xtosea/globelynksblog,0,,JavaScript,[],silent,1495,5,基于Next.js和Sanity的博客模板,产品与系统原型,content_creation,4,该项目反映了低代码/无代码趋势下，开发者通过官方模板快速搭建内容创作平台，降低技术门槛并加速产品原型验证。,2026-02-11T10:37:55.566836,3683,103,0.003889,0
1144431753,NAndersonBLX/cchs-coldest-spaces,https://github.com/NAndersonBLX/cchs-coldest-spaces,0,Coldest spaces monitoring for CCHS,HTML,[],silent,56,1,监控CCHS最冷空间,个人效能与辅助工具,research,1,该项目反映了物联网监控在特定机构（如CCHS）中的轻量化应用趋势，开发者倾向于使用简单Web技术快速部署环境监测工具，体现了低代码/无代码工具在专业场景中的渗透。,2026-02-11T10:37:57.663650,1241,115,0.001471,0
1143950135,po-sen/ChainTx,https://github.com/po-sen/ChainTx,0,,Go,[],silent,117,1,提供多资产收款请求的HTTP服务,基础设施与底层组件,fintech,4,该项目反映了区块链支付基础设施的模块化趋势，通过标准化的HTTP API和数据库集成，简化了多资产收款流程，符合金融科技领域对可扩展性和可靠性的需求。,2026-02-11T10:37:58.588093,3252,110,0.003472,0
1143903348,jeremysykes/aro-studio-apps-dev,https://github.com/jeremysykes/aro-studio-apps-dev,0,"Modular Electron platform for design system management — headless Core, Desktop host, hot-swappable modules. TypeScript monorepo with ADRs.",TypeScript,"['design-system', 'design-tokens', 'electron', 'monorepo', 'typescript']",silent,179,5,模块化设计系统管理平台,基础设施与底层组件,other,5,该项目反映了软件开发生态中模块化与设计系统管理的趋势，强调可插拔架构和AI辅助开发流程，推动工具链的标准化和自动化。,2026-02-11T10:38:00.177894,2006,99,0.002204,0
1144302311,theodask/vus_mirna_pipeline,https://github.com/theodask/vus_mirna_pipeline,0,Nextflow pipeline for VUS analysis in miRNA binding regions across multiple cancer types.,R,[],silent,338,1,分析癌症基因变异对miRNA结合的影响,基础设施与底层组件,research,5,该项目反映了生物信息学领域向标准化、可重复性分析流程的转变，Nextflow和Docker的采用体现了现代科研工作流对容器化和流程自动化的依赖。,2026-02-11T10:38:00.229635,3492,109,0.00371,0
1144184174,modibo-26/Aeroport,https://github.com/modibo-26/Aeroport,0,,Java,[],silent,90,1,机场航班与票务管理系统,产品与系统原型,business_automation,5,该项目反映了微服务架构在传统行业数字化转型中的普及趋势，以及开发者通过容器化技术快速构建复杂系统的能力提升。,2026-02-11T10:38:00.342137,4010,98,0.004206,0
1144040146,eledaveri/AgenticRoboArm,https://github.com/eledaveri/AgenticRoboArm,0,,Python,[],silent,1288,1,控制机械臂的智能代理,产品与系统原型,research,3,该项目反映了AI与物理硬件结合的微观趋势，展示了智能代理在机器人控制领域的应用探索。,2026-02-11T10:38:01.433582,1218,85,0.001388,0
1144581699,instituteofexcellence2022-code/bookmylib,https://github.com/instituteofexcellence2022-code/bookmylib,0,,TypeScript,[],silent,2120,5,基于Next.js模板的默认项目,产品与系统原型,other,1,反映了AI辅助开发工具（如Vercel AI模板）降低了项目启动门槛，但缺乏明确业务场景的模板项目可能难以获得实际用户关注。,2026-02-11T10:38:03.178650,1618,103,0.001824,0
1143914314,juancarloshoyosarias-code/ASCSolarWebEnergy,https://github.com/juancarloshoyosarias-code/ASCSolarWebEnergy,0,,TypeScript,[],silent,4105,1,将Figma设计转换为可运行代码,产品与系统原型,other,2,该项目反映了设计到代码自动化工具（如Figma插件）的普及趋势，开发者正利用现有设计资产快速构建原型，加速产品验证周期。,2026-02-11T10:38:04.335050,1323,99,0.001521,0
1144292496,Marcemmanuel1/website-ecommerce,https://github.com/Marcemmanuel1/website-ecommerce,0,,TypeScript,[],silent,15494,5,基于官方模板的电商网站开发起点,产品与系统原型,ecommerce,2,反映了开发者依赖官方AI模板快速启动项目、降低前端开发门槛的趋势，同时电商场景的模板化表明低代码/模板化开发在垂直领域加速渗透。,2026-02-11T10:38:05.077533,1944,107,0.002158,0
1144435632,leanguardia/lean-back,https://github.com/leanguardia/lean-back,0,leancontinuo's backend service,TypeScript,[],silent,567,3,为对话应用提供后端API服务,基础设施与底层组件,social,4,该项目反映了AI能力正被模块化封装为可复用的后端服务，开发者通过抽象层（如AI provider接口）降低集成复杂度，加速对话类应用的开发。,2026-02-11T10:38:05.193586,2650,106,0.002862,0
1143906480,op7418/Video-Wrapper-Skills,https://github.com/op7418/Video-Wrapper-Skills,163,为访谈视频添加综艺风格视觉特效的 Claude Skill。AI 分析字幕内容生成建议，用户审批后自动渲染。A Claude Skill for adding variety-show-style visual effects to interview videos. The AI analyzes subtitle content to generate suggestions,Python,[],signal,57,4,为访谈视频自动添加视觉特效,产品与系统原型,content_creation,4,该项目体现了AI工具向垂直内容创作场景的深度渗透，将传统视频后期制作流程自动化，降低了专业视觉效果的制作门槛。,2026-02-11T10:38:06.267431,4329,99,0.004527,0
1144490041,JaiPatel31/CS451-Capstone,https://github.com/JaiPatel31/CS451-Capstone,0,,CSS,[],silent,105,1,构建银行门户应用原型,产品与系统原型,fintech,4,该项目反映了教育机构将金融科技实践融入计算机科学课程的微观趋势，学生通过构建全栈银行应用原型来掌握现代开发工具链和云部署技能。,2026-02-11T10:38:07.616928,1953,103,0.002159,0
1144307970,GaneshPokharel-tech/Tesla-Stock-Market-Analysis-and-Prediction,https://github.com/GaneshPokharel-tech/Tesla-Stock-Market-Analysis-and-Prediction,0,"End-to-end analysis of Tesla stock price data with a focus on data cleaning, exploratory analysis, feature engineering, and realistic predictive modeling for financial markets.",Jupyter Notebook,[],silent,635,1,分析特斯拉股价并预测走势,个人效能与辅助工具,fintech,3,该项目反映了数据科学在金融领域的普及趋势，个人开发者利用开源工具进行股票分析，体现了AI和机器学习在投资决策支持中的微观应用增长。,2026-02-11T10:38:08.576177,1433,99,0.001631,0
1143948670,venkataguruprasadG/Full_Stack_AI_Enginner_Journal,https://github.com/venkataguruprasadG/Full_Stack_AI_Enginner_Journal,0,,JavaScript,[],silent,1240,1,记录全栈AI工程师学习过程,个人效能与辅助工具,productivity,1,该项目反映了开发者通过个人项目记录学习过程以提升技能的趋势，体现了AI时代下工程师自我成长与知识管理的需求。,2026-02-11T10:38:09.525159,1241,98,0.001437,0
1143913630,mapleaiorg/maple,https://github.com/mapleaiorg/maple,1,An implementation of Resonance-Native Architecture for Accountable Intelligent Agents,Rust,[],silent,2854,3,构建可问责的多智能体系统框架,基础设施与底层组件,research,5,该项目反映了AI基础设施向可解释性和安全性演进的趋势，通过强制运行时不变性来确保多智能体系统的可靠性与问责制。,2026-02-11T10:38:09.936429,3876,100,0.004076,0
1144442280,FollowMarcos/avalansa26,https://github.com/FollowMarcos/avalansa26,0,,TypeScript,[],silent,1974,5,创建Next.js默认模板项目,产品与系统原型,other,1,该项目反映了AI辅助开发工具（如Vercel AI模板）的普及，使得开发者能快速生成标准化项目框架，加速原型构建和实验过程。,2026-02-11T10:38:10.475337,1607,98,0.001803,0
1144481177,framoralc/proyecto_Final,https://github.com/framoralc/proyecto_Final,0,,Blade,[],silent,80,1,为本地餐厅管理外卖订单,产品与系统原型,business_automation,3,该项目反映了中小型企业数字化转型的趋势，通过轻量级Web应用简化传统行业流程，如餐饮外卖管理，以提升运营效率。,2026-02-11T10:38:11.904208,1259,96,0.001451,0
1143870259,SurfUX/Velvora,https://github.com/SurfUX/Velvora,0,,PHP,[],silent,69929,1,提供旅游网站模板,产品与系统原型,ecommerce,2,反映了低代码模板在快速构建网站中的持续需求，以及开源社区对可复用前端资源的依赖。,2026-02-11T10:38:12.611149,1257,86,0.001429,0
1144388606,luosheng520qaq/smart-route-ai-gateway,https://github.com/luosheng520qaq/smart-route-ai-gateway,7,A modern OpenAI-compatible routing middleware with a beautiful Admin WebUI.,TypeScript,[],silent,8190,3,智能路由AI请求并管理模型,基础设施与底层组件,business_automation,4,该项目反映了AI应用规模化部署中，对多模型调度、成本优化和运维可视化的基础设施需求，是AI中间件生态的典型代表。,2026-02-11T10:38:14.211906,2650,104,0.002858,0
1144262231,jan-ninh/match3-frontend,https://github.com/jan-ninh/match3-frontend,0,,TypeScript,[],silent,15352,1,构建React + TypeScript + Vite前端模板,基础设施与底层组件,other,1,该项目反映了开发者对现代化前端工具链（如Vite和TypeScript）的依赖，以及模板化项目启动的流行趋势，旨在加速开发流程。,2026-02-11T10:38:14.450963,1937,102,0.002141,0
1143786622,LDT9510/aoc-2015,https://github.com/LDT9510/aoc-2015,0,"Advent of Code challenge 2015, using Rust.",Rust,[],silent,166,1,使用Rust解决Advent of Code编程挑战,个人效能与辅助工具,education,2,反映了开发者通过模板化工具提升编程学习效率的趋势，以及Rust语言在算法竞赛中的普及。,2026-02-11T10:38:15.980751,4250,96,0.004442,0
1144144360,max-de-bug/solana_web3.js_on_steroids,https://github.com/max-de-bug/solana_web3.js_on_steroids,0,,TypeScript,[],silent,821,2,增强Solana区块链客户端连接可靠性,基础设施与底层组件,fintech,4,反映了区块链开发者对生产级可靠性的迫切需求，以及将传统分布式系统弹性模式（如故障转移、健康检查）引入Web3基础设施的微观趋势。,2026-02-11T10:38:16.250579,2884,105,0.003094,0
1144556749,indianathe3rdKing/Clicka,https://github.com/indianathe3rdKing/Clicka,0,,Kotlin,[],silent,547,1,未知功能的Kotlin项目,基础设施与底层组件,other,1,该项目反映了开源仓库中信息缺失的常见现象，可能是一个早期实验性项目或占位符，缺乏明确的功能描述和文档。,2026-02-11T10:38:17.106765,1254,98,0.00145,0
1144471331,OxenFxc/LXCLUA-MORECORE,https://github.com/OxenFxc/LXCLUA-MORECORE,1,,C,[],silent,5587,1,增强Lua引擎的安全性与扩展性,基础设施与底层组件,other,4,该项目反映了嵌入式脚本引擎领域对安全性和性能优化的持续关注，尤其是在跨平台和移动设备上的应用趋势。,2026-02-11T10:38:18.277220,2540,91,0.002722,0
1143842283,PROACTIVA-US/property-manager,https://github.com/PROACTIVA-US/property-manager,0,,TypeScript,[],silent,905,5,提供React+Vite+TypeScript基础模板,基础设施与底层组件,other,1,该项目反映了AI辅助开发工具（如Vibe Coding）正在标准化前端项目初始化流程，通过生成高度模板化的代码库来降低开发门槛。,2026-02-11T10:38:18.980875,1938,103,0.002144,0
1144326145,fncyz/QuickQueue,https://github.com/fncyz/QuickQueue,0,,JavaScript,[],silent,1155,5,创建Expo移动应用模板,产品与系统原型,other,1,该项目反映了AI辅助开发工具（如Expo CLI）降低移动应用开发门槛的趋势，使开发者能快速启动原型，但缺乏具体业务逻辑，凸显了模板化项目的普遍性。,2026-02-11T10:38:20.396406,1672,105,0.001882,0
1143804541,Kingshot-Atlas/Kingshot-Atlas,https://github.com/Kingshot-Atlas/Kingshot-Atlas,0,Kingshot Atlas - Kingdom Database,TypeScript,[],silent,16315,2,为游戏玩家提供王国数据库和匹配服务,产品与系统原型,entertainment,4,该项目反映了游戏社区向数据驱动决策和社交协作的转变，利用现代全栈技术构建垂直领域的工具化产品，以增强玩家体验和社区互动。,2026-02-11T10:38:20.923413,3979,104,0.004187,0
1144452034,npnini/ApitherapyV2,https://github.com/npnini/ApitherapyV2,0,,TypeScript,[],silent,967,3,辅助蜂疗师制定治疗方案,产品与系统原型,health,4,该项目反映了医疗健康领域AI与3D可视化技术融合的趋势，通过交互式界面降低专业医疗工具的使用门槛，同时利用AI辅助决策提升治疗精准度。,2026-02-11T10:38:21.821753,1628,104,0.001836,0
1143997137,dampd21/Sajodaerim,https://github.com/dampd21/Sajodaerim,0,,Python,[],silent,21550,1,抓取特定网站订单数据并可视化,个人效能与辅助工具,business_automation,3,该项目体现了中小企业通过自动化脚本实现数据采集与可视化的趋势，将传统爬虫与GitHub Actions、Pages等云原生工具结合，降低了数据监控的技术门槛。,2026-02-11T10:38:22.977883,1655,111,0.001877,0
1143993201,vishwajit15-git/Wanderlust,https://github.com/vishwajit15-git/Wanderlust,0,IN PRODUCTION,JavaScript,[],silent,6478,1,项目迁移或重构,基础设施与底层组件,other,1,该项目反映了开发者对代码库管理的简化趋势，通过迁移或重构来优化项目结构，但缺乏明确功能描述，可能表明个人项目维护的随意性或早期原型阶段。,2026-02-11T10:38:23.316168,1239,100,0.001439,0
1144683323,Fn-front/movie-app,https://github.com/Fn-front/movie-app,0,Movie watchlist management app,TypeScript,"['movie', 'nextjs', 'watchlist']",silent,603,1,管理个人电影观看清单,个人效能与辅助工具,personal,2,该项目反映了开发者利用现代前端框架（如Next.js）快速构建轻量级个人工具的趋势，强调简单实用的功能而非复杂系统。,2026-02-11T10:38:24.609517,1227,94,0.001415,0
1144576378,Mundovapeoss/catalogo,https://github.com/Mundovapeoss/catalogo,0,catalogo simple con pedido por WhatsApp,HTML,[],silent,590,1,通过WhatsApp下单的简单产品目录,产品与系统原型,ecommerce,2,该项目反映了小型企业利用低成本、轻量级技术（如HTML和WhatsApp）快速搭建电商渠道的微观趋势，体现了去中心化销售工具的普及。,2026-02-11T10:38:25.618915,1229,102,0.001433,0
1144190584,ytspar/devbar,https://github.com/ytspar/devbar,0,Development tools: DevBar and Sweetlink,TypeScript,[],silent,1354,3,AI代理调试网页应用的工具包,基础设施与底层组件,research,4,该项目反映了AI辅助开发工具向浏览器调试和自动化测试的延伸趋势，旨在降低AI代理与Web应用交互的复杂性，提升开发效率。,2026-02-11T10:38:26.418521,4290,97,0.004484,0
1144143354,AbdullMusawerRahmani/Book-Star-Match,https://github.com/AbdullMusawerRahmani/Book-Star-Match,0,,TypeScript,[],silent,11193,3,管理考官数据并集成Google表格,产品与系统原型,business_automation,4,该项目反映了低代码/无代码趋势下，开发者利用云服务（如Google Sheets）替代传统数据库，快速构建轻量级业务管理系统的趋势，同时展示了Next.js在构建全栈应用中的普及。,2026-02-11T10:38:27.999577,1949,118,0.002185,0
1143769845,abmbodj/Riven,https://github.com/abmbodj/Riven,0,,JavaScript,[],silent,8367,5,通过闪卡应用辅助学习记忆,产品与系统原型,education,5,该项目展示了AI原生开发从概念到完整产品部署的成熟度，反映了AI辅助编程正从代码补全向全栈应用生成演进，降低了复杂教育工具的开发门槛。,2026-02-11T10:38:28.396234,2687,108,0.002903,0
1143826514,pradoz/sneklsp,https://github.com/pradoz/sneklsp,0,Sneklang (Python) LSP,Rust,[],silent,183,1,为Python开发提供Neovim语言服务器,基础设施与底层组件,productivity,3,反映了开发者工具向更轻量、高性能的Rust实现迁移的趋势，以及LSP协议在编辑器生态中的持续渗透。,2026-02-11T10:38:28.730832,1491,100,0.001691,0
1144516018,William-Pardo/tudojang,https://github.com/William-Pardo/tudojang,0,,TypeScript,[],silent,10253,5,运行和部署AI Studio应用,产品与系统原型,content_creation,3,该项目反映了AI原生开发工具的普及趋势，开发者通过AI Studio等平台快速构建和部署应用，降低了AI集成门槛，推动了内容生成和自动化工具的民主化。,2026-02-11T10:38:30.150204,1410,102,0.001614,0
1144008304,JingkaiTang/JingkaiTang.github.io,https://github.com/JingkaiTang/JingkaiTang.github.io,1,个人站点，发布文章、动态，分享技术、游戏与生活~,JavaScript,[],silent,5808,1,搭建个人博客站点,个人效能与辅助工具,productivity,3,该项目反映了开发者利用现代静态站点生成器（如 Astro）和自动化工具链（如 npm 脚本、GitHub Actions）来简化个人内容发布流程的趋势，体现了低代码或无服务器架构在个人项目中的普及。,2026-02-11T10:38:31.508377,2855,113,0.003081,0
1144216133,Mokgase/indi_coffee_co,https://github.com/Mokgase/indi_coffee_co,0,Coffee Shop Website,CSS,[],silent,9100,5,创建咖啡店网站,产品与系统原型,ecommerce,2,该项目反映了使用现代前端工具（如React和Vite）快速构建小型商业网站的流行趋势，体现了低代码或模板化开发在初创企业和个人项目中的普及。,2026-02-11T10:38:32.634822,1518,100,0.001718,0
1143769254,soenneker/soenneker.quark.gen.themes,https://github.com/soenneker/soenneker.quark.gen.themes,0,A source generator for generating Quark css files at compile time,C#,"['csharp', 'css', 'dotnet', 'gen', 'generator', 'quark', 'quarkthemegenerator', 'source', 'themes', 'theming', 'util']",silent,883,1,编译时生成Quark CSS文件,基础设施与底层组件,other,3,该项目反映了开发者工具生态中编译时优化和静态生成趋势，旨在提升前端样式管理的效率和性能，减少运行时开销。,2026-02-11T10:38:32.810161,1695,92,0.001879,0
1144553839,VelaCore-VEC/VelaCore-dApp,https://github.com/VelaCore-VEC/VelaCore-dApp,0,"VelaCore is a high-performance, non-custodial payment gateway for SMEs. This repository contains the merchant dashboard and dApp interface for real-time stablecoin settlements.",TypeScript,[],silent,346,2,为中小企业提供非托管稳定币支付网关,产品与系统原型,fintech,4,该项目反映了区块链技术在传统金融支付领域的应用趋势，特别是针对中小企业的高性能、去中心化结算解决方案，体现了Web3与实体经济融合的微观趋势。,2026-02-11T10:38:33.248174,1473,102,0.001677,0
1143757906,JonathanZul/msx-sentinel,https://github.com/JonathanZul/msx-sentinel,0,,Python,[],silent,202,2,检测牡蛎组织切片中的寄生虫,产品与系统原型,health,5,该项目体现了AI在专业医疗诊断领域的垂直应用趋势，通过多模态模型（YOLO+VLM+LLM）构建端到端的自动化分析系统，降低病理学家的重复劳动。,2026-02-11T10:38:35.433786,4279,112,0.004503,0
1144466211,gilymerkado/symbolo-game,https://github.com/gilymerkado/symbolo-game,0,A fun pattern recognition game built with Angular.,TypeScript,[],silent,73,1,基于符号匹配的计时游戏,产品与系统原型,entertainment,3,反映了前端框架（Angular）在轻量级游戏原型开发中的普及趋势，以及开发者利用现代Web技术快速构建交互式娱乐应用的能力。,2026-02-11T10:38:36.465967,1535,103,0.001741,0
1144223751,puran66/avira-vastra,https://github.com/puran66/avira-vastra,0,,JavaScript,[],silent,3709,5,提供React+Vite基础模板,基础设施与底层组件,other,1,该项目反映了开发者对快速启动React项目的需求，体现了模板化和工具链标准化在Web开发中的普及趋势，有助于降低初始配置成本。,2026-02-11T10:38:37.090247,1512,94,0.0017,0
1144166144,MildTomato/mild-bx,https://github.com/MildTomato/mild-bx,0,,TypeScript,[],silent,5701,1,提升Supabase开发体验的工具,基础设施与底层组件,productivity,3,反映了开发者工具向云原生和AI增强方向演进的趋势，通过CLI和IDE扩展简化后端即服务（BaaS）的开发流程。,2026-02-11T10:38:37.245969,1706,101,0.001908,0
